VACUNA,ANIO,MES,RANGO_EDAD,POBLACION,PROVINCIA,DISTRITO,PRESUPUESTO,CANTIDAD DE PERSONAL,CANTIDAD
AMA,2020,OCTUBRE,1_ANIO,19598,CORONEL PORTILLO,CAMPOVERDE,858754,55.0,35
AMA,2020,OCTUBRE,1_ANIO,38100,PADRE ABAD,PADRE ABAD,858754,125.0,20
AMA,2020,OCTUBRE,1_ANIO,39732,ATALAYA,RAIMONDI,858754,124.0,114
AMA,2020,OCTUBRE,1_ANIO,107364,CORONEL PORTILLO,MANANTAY,858754,143.0,117
AMA,2020,OCTUBRE,1_ANIO,118666,CORONEL PORTILLO,YARINACOCHA,858754,422.0,86
AMA,2020,OCTUBRE,1_ANIO,172052,CORONEL PORTILLO,CALLERIA,858754,678.0,169
AMA,2020,SETIEMBRE,1_ANIO,2435,ATALAYA,YURUA,749638,6.0,0
AMA,2020,SETIEMBRE,1_ANIO,3284,PURUS,PURUS,749638,17.0,0
AMA,2020,SETIEMBRE,1_ANIO,5742,CORONEL PORTILLO,NUEVA REQUENA,749638,21.0,6
AMA,2020,SETIEMBRE,1_ANIO,6159,PADRE ABAD,ALEXANDER VON HUMBOLDT,749638,9.0,4
AMA,2020,SETIEMBRE,1_ANIO,8264,ATALAYA,SEPAHUA,749638,16.0,7
AMA,2020,SETIEMBRE,1_ANIO,10219,PADRE ABAD,CURIMANA,749638,22.0,15
AMA,2020,SETIEMBRE,1_ANIO,10501,PADRE ABAD,NESHUYA,749638,27.0,13
AMA,2020,SETIEMBRE,1_ANIO,10618,ATALAYA,TAHUANIA,749638,26.0,3
AMA,2020,SETIEMBRE,1_ANIO,11961,CORONEL PORTILLO,MASISEA,749638,48.0,36
AMA,2020,SETIEMBRE,1_ANIO,12065,PADRE ABAD,IRAZOLA,749638,44.0,15
AMA,2020,SETIEMBRE,1_ANIO,12350,CORONEL PORTILLO,IPARIA,749638,39.0,10
AMA,2020,SETIEMBRE,1_ANIO,19598,CORONEL PORTILLO,CAMPOVERDE,749638,58.0,25
AMA,2020,SETIEMBRE,1_ANIO,38100,PADRE ABAD,PADRE ABAD,749638,107.0,7
AMA,2020,SETIEMBRE,1_ANIO,39732,ATALAYA,RAIMONDI,749638,98.0,51
AMA,2020,SETIEMBRE,1_ANIO,107364,CORONEL PORTILLO,MANANTAY,749638,139.0,73
AMA,2020,SETIEMBRE,1_ANIO,118666,CORONEL PORTILLO,YARINACOCHA,749638,411.0,92
AMA,2020,SETIEMBRE,1_ANIO,172052,CORONEL PORTILLO,CALLERIA,749638,663.0,152
AMA,2021,ABRIL,1_ANIO,2501,ATALAYA,YURUA,268268,7.0,0
AMA,2021,ABRIL,1_ANIO,3284,PURUS,PURUS,268268,19.0,1
AMA,2021,ABRIL,1_ANIO,5794,CORONEL PORTILLO,NUEVA REQUENA,268268,30.0,8
AMA,2021,ABRIL,1_ANIO,6272,PADRE ABAD,ALEXANDER VON HUMBOLDT,268268,8.0,4
AMA,2021,ABRIL,1_ANIO,8390,ATALAYA,SEPAHUA,268268,22.0,1
AMA,2021,ABRIL,1_ANIO,10588,PADRE ABAD,CURIMANA,268268,19.0,13
AMA,2021,ABRIL,1_ANIO,10874,PADRE ABAD,NESHUYA,268268,29.0,5
AMA,2021,ABRIL,1_ANIO,10890,ATALAYA,TAHUANIA,268268,26.0,3
AMA,2021,ABRIL,1_ANIO,11997,CORONEL PORTILLO,MASISEA,268268,49.0,24
AMA,2021,ABRIL,1_ANIO,12431,PADRE ABAD,IRAZOLA,268268,53.0,11
AMA,2021,ABRIL,1_ANIO,12481,CORONEL PORTILLO,IPARIA,268268,33.0,17
AMA,2021,ABRIL,1_ANIO,20113,CORONEL PORTILLO,CAMPOVERDE,268268,58.0,17
AMA,2021,ABRIL,1_ANIO,29520,PADRE ABAD,PADRE ABAD,268268,139.0,38
AMA,2021,ABRIL,1_ANIO,40699,ATALAYA,RAIMONDI,268268,111.0,46
AMA,2021,ABRIL,1_ANIO,110502,CORONEL PORTILLO,MANANTAY,268268,152.0,42
AMA,2021,ABRIL,1_ANIO,121443,CORONEL PORTILLO,YARINACOCHA,268268,471.0,57
AMA,2021,ABRIL,1_ANIO,174981,CORONEL PORTILLO,CALLERIA,268268,688.0,95
AMA,2021,AGOSTO,1_ANIO,2501,ATALAYA,YURUA,629819,7.0,0
AMA,2021,AGOSTO,1_ANIO,3284,PURUS,PURUS,629819,19.0,0
AMA,2021,AGOSTO,1_ANIO,5794,CORONEL PORTILLO,NUEVA REQUENA,629819,29.0,4
AMA,2021,AGOSTO,1_ANIO,6272,PADRE ABAD,ALEXANDER VON HUMBOLDT,629819,7.0,0
AMA,2021,AGOSTO,1_ANIO,8390,ATALAYA,SEPAHUA,629819,22.0,20
AMA,2021,AGOSTO,1_ANIO,10588,PADRE ABAD,CURIMANA,629819,20.0,4
AMA,2021,AGOSTO,1_ANIO,10874,PADRE ABAD,NESHUYA,629819,30.0,8
AMA,2021,AGOSTO,1_ANIO,10890,ATALAYA,TAHUANIA,629819,25.0,8
AMA,2021,AGOSTO,1_ANIO,11997,CORONEL PORTILLO,MASISEA,629819,49.0,25
AMA,2021,AGOSTO,1_ANIO,12431,PADRE ABAD,IRAZOLA,629819,50.0,2
AMA,2021,AGOSTO,1_ANIO,12481,CORONEL PORTILLO,IPARIA,629819,30.0,2
AMA,2021,AGOSTO,1_ANIO,20113,CORONEL PORTILLO,CAMPOVERDE,629819,60.0,29
AMA,2021,AGOSTO,1_ANIO,29520,PADRE ABAD,PADRE ABAD,629819,132.0,29
AMA,2021,AGOSTO,1_ANIO,40699,ATALAYA,RAIMONDI,629819,125.0,30
AMA,2021,AGOSTO,1_ANIO,110502,CORONEL PORTILLO,MANANTAY,629819,155.0,65
AMA,2021,AGOSTO,1_ANIO,121443,CORONEL PORTILLO,YARINACOCHA,629819,500.0,81
AMA,2021,AGOSTO,1_ANIO,174981,CORONEL PORTILLO,CALLERIA,629819,677.0,115
AMA,2021,DICIEMBRE,1_ANIO,2501,ATALAYA,YURUA,486866,8.0,0
AMA,2021,DICIEMBRE,1_ANIO,3284,PURUS,PURUS,486866,21.0,2
AMA,2021,DICIEMBRE,1_ANIO,5794,CORONEL PORTILLO,NUEVA REQUENA,486866,32.0,1
AMA,2021,DICIEMBRE,1_ANIO,6272,PADRE ABAD,ALEXANDER VON HUMBOLDT,486866,10.0,1
AMA,2021,DICIEMBRE,1_ANIO,8390,ATALAYA,SEPAHUA,486866,24.0,8
AMA,2021,DICIEMBRE,1_ANIO,10588,PADRE ABAD,CURIMANA,486866,23.0,2
AMA,2021,DICIEMBRE,1_ANIO,10874,PADRE ABAD,NESHUYA,486866,27.0,5
AMA,2021,DICIEMBRE,1_ANIO,10890,ATALAYA,TAHUANIA,486866,24.0,0
AMA,2021,DICIEMBRE,1_ANIO,11997,CORONEL PORTILLO,MASISEA,486866,52.0,14
AMA,2021,DICIEMBRE,1_ANIO,12431,PADRE ABAD,IRAZOLA,486866,50.0,2
AMA,2021,DICIEMBRE,1_ANIO,12481,CORONEL PORTILLO,IPARIA,486866,32.0,0
AMA,2021,DICIEMBRE,1_ANIO,20113,CORONEL PORTILLO,CAMPOVERDE,486866,69.0,6
AMA,2021,DICIEMBRE,1_ANIO,29520,PADRE ABAD,PADRE ABAD,486866,134.0,18
AMA,2021,DICIEMBRE,1_ANIO,40699,ATALAYA,RAIMONDI,486866,138.0,21
AMA,2021,DICIEMBRE,1_ANIO,110502,CORONEL PORTILLO,MANANTAY,486866,158.0,32
AMA,2021,DICIEMBRE,1_ANIO,121443,CORONEL PORTILLO,YARINACOCHA,486866,461.0,77
AMA,2021,DICIEMBRE,1_ANIO,174981,CORONEL PORTILLO,CALLERIA,486866,708.0,59
AMA,2021,ENERO,1_ANIO,2501,ATALAYA,YURUA,822309,8.0,0
AMA,2021,ENERO,1_ANIO,3284,PURUS,PURUS,822309,18.0,2
AMA,2021,ENERO,1_ANIO,5794,CORONEL PORTILLO,NUEVA REQUENA,822309,22.0,0
AMA,2021,ENERO,1_ANIO,6272,PADRE ABAD,ALEXANDER VON HUMBOLDT,822309,5.0,0
AMA,2021,ENERO,1_ANIO,8390,ATALAYA,SEPAHUA,822309,24.0,5
AMA,2021,ENERO,1_ANIO,10588,PADRE ABAD,CURIMANA,822309,14.0,10
AMA,2021,ENERO,1_ANIO,10874,PADRE ABAD,NESHUYA,822309,24.0,8
AMA,2021,ENERO,1_ANIO,10890,ATALAYA,TAHUANIA,822309,30.0,3
AMA,2021,ENERO,1_ANIO,11997,CORONEL PORTILLO,MASISEA,822309,50.0,36
AMA,2021,ENERO,1_ANIO,12431,PADRE ABAD,IRAZOLA,822309,49.0,17
AMA,2021,ENERO,1_ANIO,12481,CORONEL PORTILLO,IPARIA,822309,34.0,15
AMA,2021,ENERO,1_ANIO,20113,CORONEL PORTILLO,CAMPOVERDE,822309,57.0,17
AMA,2021,ENERO,1_ANIO,29520,PADRE ABAD,PADRE ABAD,822309,113.0,24
AMA,2021,ENERO,1_ANIO,40699,ATALAYA,RAIMONDI,822309,120.0,47
AMA,2021,ENERO,1_ANIO,110502,CORONEL PORTILLO,MANANTAY,822309,147.0,76
AMA,2021,ENERO,1_ANIO,121443,CORONEL PORTILLO,YARINACOCHA,822309,452.0,74
AMA,2021,ENERO,1_ANIO,174981,CORONEL PORTILLO,CALLERIA,822309,663.0,106
AMA,2021,FEBRERO,1_ANIO,2501,ATALAYA,YURUA,677118,8.0,3
AMA,2021,FEBRERO,1_ANIO,3284,PURUS,PURUS,677118,19.0,3
AMA,2021,FEBRERO,1_ANIO,5794,CORONEL PORTILLO,NUEVA REQUENA,677118,30.0,5
AMA,2021,FEBRERO,1_ANIO,6272,PADRE ABAD,ALEXANDER VON HUMBOLDT,677118,9.0,1
AMA,2021,FEBRERO,1_ANIO,8390,ATALAYA,SEPAHUA,677118,23.0,14
AMA,2021,FEBRERO,1_ANIO,10588,PADRE ABAD,CURIMANA,677118,19.0,13
AMA,2021,FEBRERO,1_ANIO,10874,PADRE ABAD,NESHUYA,677118,28.0,4
AMA,2021,FEBRERO,1_ANIO,10890,ATALAYA,TAHUANIA,677118,28.0,4
AMA,2021,FEBRERO,1_ANIO,11997,CORONEL PORTILLO,MASISEA,677118,50.0,19
AMA,2021,FEBRERO,1_ANIO,12431,PADRE ABAD,IRAZOLA,677118,47.0,17
AMA,2021,FEBRERO,1_ANIO,12481,CORONEL PORTILLO,IPARIA,677118,33.0,12
AMA,2021,FEBRERO,1_ANIO,20113,CORONEL PORTILLO,CAMPOVERDE,677118,57.0,24
AMA,2021,FEBRERO,1_ANIO,29520,PADRE ABAD,PADRE ABAD,677118,114.0,19
AMA,2021,FEBRERO,1_ANIO,40699,ATALAYA,RAIMONDI,677118,107.0,24
AMA,2021,FEBRERO,1_ANIO,110502,CORONEL PORTILLO,MANANTAY,677118,152.0,62
AMA,2021,FEBRERO,1_ANIO,121443,CORONEL PORTILLO,YARINACOCHA,677118,462.0,76
AMA,2021,FEBRERO,1_ANIO,174981,CORONEL PORTILLO,CALLERIA,677118,643.0,105
AMA,2021,JULIO,1_ANIO,2501,ATALAYA,YURUA,647735,7.0,0
AMA,2021,JULIO,1_ANIO,3284,PURUS,PURUS,647735,19.0,2
AMA,2021,JULIO,1_ANIO,5794,CORONEL PORTILLO,NUEVA REQUENA,647735,30.0,9
AMA,2021,JULIO,1_ANIO,6272,PADRE ABAD,ALEXANDER VON HUMBOLDT,647735,6.0,0
AMA,2021,JULIO,1_ANIO,8390,ATALAYA,SEPAHUA,647735,22.0,9
AMA,2021,JULIO,1_ANIO,10588,PADRE ABAD,CURIMANA,647735,19.0,8
AMA,2021,JULIO,1_ANIO,10874,PADRE ABAD,NESHUYA,647735,31.0,6
AMA,2021,JULIO,1_ANIO,10890,ATALAYA,TAHUANIA,647735,25.0,0
AMA,2021,JULIO,1_ANIO,11997,CORONEL PORTILLO,MASISEA,647735,47.0,22
AMA,2021,JULIO,1_ANIO,12431,PADRE ABAD,IRAZOLA,647735,50.0,16
AMA,2021,JULIO,1_ANIO,12481,CORONEL PORTILLO,IPARIA,647735,28.0,1
AMA,2021,JULIO,1_ANIO,20113,CORONEL PORTILLO,CAMPOVERDE,647735,58.0,15
AMA,2021,JULIO,1_ANIO,29520,PADRE ABAD,PADRE ABAD,647735,122.0,49
AMA,2021,JULIO,1_ANIO,40699,ATALAYA,RAIMONDI,647735,118.0,38
AMA,2021,JULIO,1_ANIO,110502,CORONEL PORTILLO,MANANTAY,647735,154.0,70
AMA,2021,JULIO,1_ANIO,121443,CORONEL PORTILLO,YARINACOCHA,647735,482.0,62
AMA,2021,JULIO,1_ANIO,174981,CORONEL PORTILLO,CALLERIA,647735,683.0,101
AMA,2021,JUNIO,1_ANIO,2501,ATALAYA,YURUA,696098,7.0,0
AMA,2021,JUNIO,1_ANIO,3284,PURUS,PURUS,696098,19.0,0
AMA,2021,JUNIO,1_ANIO,5794,CORONEL PORTILLO,NUEVA REQUENA,696098,28.0,3
AMA,2021,JUNIO,1_ANIO,6272,PADRE ABAD,ALEXANDER VON HUMBOLDT,696098,6.0,0
AMA,2021,JUNIO,1_ANIO,8390,ATALAYA,SEPAHUA,696098,22.0,12
AMA,2021,JUNIO,1_ANIO,10588,PADRE ABAD,CURIMANA,696098,18.0,10
AMA,2021,JUNIO,1_ANIO,10874,PADRE ABAD,NESHUYA,696098,31.0,11
AMA,2021,JUNIO,1_ANIO,10890,ATALAYA,TAHUANIA,696098,25.0,1
AMA,2021,JUNIO,1_ANIO,11997,CORONEL PORTILLO,MASISEA,696098,46.0,11
AMA,2021,JUNIO,1_ANIO,12431,PADRE ABAD,IRAZOLA,696098,51.0,10
AMA,2021,JUNIO,1_ANIO,12481,CORONEL PORTILLO,IPARIA,696098,29.0,20
AMA,2021,JUNIO,1_ANIO,20113,CORONEL PORTILLO,CAMPOVERDE,696098,59.0,27
AMA,2021,JUNIO,1_ANIO,29520,PADRE ABAD,PADRE ABAD,696098,120.0,19
AMA,2021,JUNIO,1_ANIO,40699,ATALAYA,RAIMONDI,696098,118.0,29
AMA,2021,JUNIO,1_ANIO,110502,CORONEL PORTILLO,MANANTAY,696098,151.0,47
AMA,2021,JUNIO,1_ANIO,121443,CORONEL PORTILLO,YARINACOCHA,696098,484.0,81
AMA,2021,JUNIO,1_ANIO,174981,CORONEL PORTILLO,CALLERIA,696098,684.0,76
AMA,2021,MARZO,1_ANIO,2501,ATALAYA,YURUA,1269741,7.0,3
AMA,2021,MARZO,1_ANIO,3284,PURUS,PURUS,1269741,19.0,5
AMA,2021,MARZO,1_ANIO,5794,CORONEL PORTILLO,NUEVA REQUENA,1269741,30.0,12
AMA,2021,MARZO,1_ANIO,6272,PADRE ABAD,ALEXANDER VON HUMBOLDT,1269741,8.0,2
AMA,2021,MARZO,1_ANIO,8390,ATALAYA,SEPAHUA,1269741,22.0,10
AMA,2021,MARZO,1_ANIO,10588,PADRE ABAD,CURIMANA,1269741,19.0,14
AMA,2021,MARZO,1_ANIO,10874,PADRE ABAD,NESHUYA,1269741,29.0,7
AMA,2021,MARZO,1_ANIO,10890,ATALAYA,TAHUANIA,1269741,23.0,5
AMA,2021,MARZO,1_ANIO,11997,CORONEL PORTILLO,MASISEA,1269741,50.0,24
AMA,2021,MARZO,1_ANIO,12431,PADRE ABAD,IRAZOLA,1269741,49.0,9
AMA,2021,MARZO,1_ANIO,12481,CORONEL PORTILLO,IPARIA,1269741,34.0,13
AMA,2021,MARZO,1_ANIO,20113,CORONEL PORTILLO,CAMPOVERDE,1269741,57.0,21
AMA,2021,MARZO,1_ANIO,29520,PADRE ABAD,PADRE ABAD,1269741,114.0,19
AMA,2021,MARZO,1_ANIO,40699,ATALAYA,RAIMONDI,1269741,102.0,47
AMA,2021,MARZO,1_ANIO,110502,CORONEL PORTILLO,MANANTAY,1269741,152.0,42
AMA,2021,MARZO,1_ANIO,121443,CORONEL PORTILLO,YARINACOCHA,1269741,466.0,84
AMA,2021,MARZO,1_ANIO,174981,CORONEL PORTILLO,CALLERIA,1269741,662.0,104
AMA,2021,MAYO,1_ANIO,2501,ATALAYA,YURUA,694026,7.0,2
AMA,2021,MAYO,1_ANIO,3284,PURUS,PURUS,694026,19.0,2
AMA,2021,MAYO,1_ANIO,5794,CORONEL PORTILLO,NUEVA REQUENA,694026,29.0,8
AMA,2021,MAYO,1_ANIO,6272,PADRE ABAD,ALEXANDER VON HUMBOLDT,694026,6.0,0
AMA,2021,MAYO,1_ANIO,8390,ATALAYA,SEPAHUA,694026,22.0,2
AMA,2021,MAYO,1_ANIO,10588,PADRE ABAD,CURIMANA,694026,17.0,10
AMA,2021,MAYO,1_ANIO,10874,PADRE ABAD,NESHUYA,694026,28.0,7
AMA,2021,MAYO,1_ANIO,10890,ATALAYA,TAHUANIA,694026,25.0,11
AMA,2021,MAYO,1_ANIO,11997,CORONEL PORTILLO,MASISEA,694026,49.0,15
AMA,2021,MAYO,1_ANIO,12431,PADRE ABAD,IRAZOLA,694026,50.0,17
AMA,2021,MAYO,1_ANIO,12481,CORONEL PORTILLO,IPARIA,694026,32.0,15
AMA,2021,MAYO,1_ANIO,20113,CORONEL PORTILLO,CAMPOVERDE,694026,58.0,8
AMA,2021,MAYO,1_ANIO,29520,PADRE ABAD,PADRE ABAD,694026,119.0,60
AMA,2021,MAYO,1_ANIO,40699,ATALAYA,RAIMONDI,694026,113.0,37
AMA,2021,MAYO,1_ANIO,110502,CORONEL PORTILLO,MANANTAY,694026,150.0,46
AMA,2021,MAYO,1_ANIO,121443,CORONEL PORTILLO,YARINACOCHA,694026,480.0,59
AMA,2021,MAYO,1_ANIO,174981,CORONEL PORTILLO,CALLERIA,694026,684.0,105
AMA,2021,NOVIEMBRE,1_ANIO,2501,ATALAYA,YURUA,811749,8.0,0
AMA,2021,NOVIEMBRE,1_ANIO,3284,PURUS,PURUS,811749,22.0,4
AMA,2021,NOVIEMBRE,1_ANIO,5794,CORONEL PORTILLO,NUEVA REQUENA,811749,32.0,4
AMA,2021,NOVIEMBRE,1_ANIO,6272,PADRE ABAD,ALEXANDER VON HUMBOLDT,811749,10.0,0
AMA,2021,NOVIEMBRE,1_ANIO,8390,ATALAYA,SEPAHUA,811749,24.0,2
AMA,2021,NOVIEMBRE,1_ANIO,10588,PADRE ABAD,CURIMANA,811749,23.0,6
AMA,2021,NOVIEMBRE,1_ANIO,10874,PADRE ABAD,NESHUYA,811749,28.0,3
AMA,2021,NOVIEMBRE,1_ANIO,10890,ATALAYA,TAHUANIA,811749,24.0,5
AMA,2021,NOVIEMBRE,1_ANIO,11997,CORONEL PORTILLO,MASISEA,811749,52.0,11
AMA,2021,NOVIEMBRE,1_ANIO,12431,PADRE ABAD,IRAZOLA,811749,49.0,7
AMA,2021,NOVIEMBRE,1_ANIO,12481,CORONEL PORTILLO,IPARIA,811749,31.0,0
AMA,2021,NOVIEMBRE,1_ANIO,20113,CORONEL PORTILLO,CAMPOVERDE,811749,68.0,19
AMA,2021,NOVIEMBRE,1_ANIO,29520,PADRE ABAD,PADRE ABAD,811749,131.0,19
AMA,2021,NOVIEMBRE,1_ANIO,40699,ATALAYA,RAIMONDI,811749,136.0,22
AMA,2021,NOVIEMBRE,1_ANIO,110502,CORONEL PORTILLO,MANANTAY,811749,156.0,71
AMA,2021,NOVIEMBRE,1_ANIO,121443,CORONEL PORTILLO,YARINACOCHA,811749,459.0,71
AMA,2021,NOVIEMBRE,1_ANIO,174981,CORONEL PORTILLO,CALLERIA,811749,708.0,78
AMA,2021,OCTUBRE,1_ANIO,2501,ATALAYA,YURUA,612818,7.0,0
AMA,2021,OCTUBRE,1_ANIO,3284,PURUS,PURUS,612818,19.0,2
AMA,2021,OCTUBRE,1_ANIO,5794,CORONEL PORTILLO,NUEVA REQUENA,612818,31.0,7
AMA,2021,OCTUBRE,1_ANIO,6272,PADRE ABAD,ALEXANDER VON HUMBOLDT,612818,9.0,2
AMA,2021,OCTUBRE,1_ANIO,8390,ATALAYA,SEPAHUA,612818,25.0,0
AMA,2021,OCTUBRE,1_ANIO,10588,PADRE ABAD,CURIMANA,612818,25.0,11
AMA,2021,OCTUBRE,1_ANIO,10874,PADRE ABAD,NESHUYA,612818,29.0,7
AMA,2021,OCTUBRE,1_ANIO,10890,ATALAYA,TAHUANIA,612818,25.0,0
AMA,2021,OCTUBRE,1_ANIO,11997,CORONEL PORTILLO,MASISEA,612818,49.0,6
AMA,2021,OCTUBRE,1_ANIO,12431,PADRE ABAD,IRAZOLA,612818,50.0,5
AMA,2021,OCTUBRE,1_ANIO,12481,CORONEL PORTILLO,IPARIA,612818,32.0,16
AMA,2021,OCTUBRE,1_ANIO,20113,CORONEL PORTILLO,CAMPOVERDE,612818,67.0,18
AMA,2021,OCTUBRE,1_ANIO,29520,PADRE ABAD,PADRE ABAD,612818,127.0,17
AMA,2021,OCTUBRE,1_ANIO,40699,ATALAYA,RAIMONDI,612818,129.0,13
AMA,2021,OCTUBRE,1_ANIO,110502,CORONEL PORTILLO,MANANTAY,612818,157.0,58
AMA,2021,OCTUBRE,1_ANIO,121443,CORONEL PORTILLO,YARINACOCHA,612818,446.0,79
AMA,2021,OCTUBRE,1_ANIO,174981,CORONEL PORTILLO,CALLERIA,612818,667.0,126
AMA,2021,SETIEMBRE,1_ANIO,2501,ATALAYA,YURUA,681661,7.0,0
AMA,2021,SETIEMBRE,1_ANIO,3284,PURUS,PURUS,681661,19.0,1
AMA,2021,SETIEMBRE,1_ANIO,5794,CORONEL PORTILLO,NUEVA REQUENA,681661,29.0,12
AMA,2021,SETIEMBRE,1_ANIO,6272,PADRE ABAD,ALEXANDER VON HUMBOLDT,681661,8.0,4
AMA,2021,SETIEMBRE,1_ANIO,8390,ATALAYA,SEPAHUA,681661,22.0,9
AMA,2021,SETIEMBRE,1_ANIO,10588,PADRE ABAD,CURIMANA,681661,19.0,4
AMA,2021,SETIEMBRE,1_ANIO,10874,PADRE ABAD,NESHUYA,681661,28.0,8
AMA,2021,SETIEMBRE,1_ANIO,10890,ATALAYA,TAHUANIA,681661,24.0,5
AMA,2021,SETIEMBRE,1_ANIO,11997,CORONEL PORTILLO,MASISEA,681661,49.0,19
AMA,2021,SETIEMBRE,1_ANIO,12431,PADRE ABAD,IRAZOLA,681661,51.0,16
AMA,2021,SETIEMBRE,1_ANIO,12481,CORONEL PORTILLO,IPARIA,681661,30.0,9
AMA,2021,SETIEMBRE,1_ANIO,20113,CORONEL PORTILLO,CAMPOVERDE,681661,62.0,22
AMA,2021,SETIEMBRE,1_ANIO,29520,PADRE ABAD,PADRE ABAD,681661,131.0,38
AMA,2021,SETIEMBRE,1_ANIO,40699,ATALAYA,RAIMONDI,681661,125.0,42
AMA,2021,SETIEMBRE,1_ANIO,110502,CORONEL PORTILLO,MANANTAY,681661,152.0,79
AMA,2021,SETIEMBRE,1_ANIO,121443,CORONEL PORTILLO,YARINACOCHA,681661,496.0,87
AMA,2021,SETIEMBRE,1_ANIO,174981,CORONEL PORTILLO,CALLERIA,681661,670.0,127
AMA,2022,ABRIL,1_ANIO,2564,ATALAYA,YURUA,748576,9.0,0
AMA,2022,ABRIL,1_ANIO,3270,PURUS,PURUS,748576,22.0,3
AMA,2022,ABRIL,1_ANIO,5843,CORONEL PORTILLO,NUEVA REQUENA,748576,32.0,7
AMA,2022,ABRIL,1_ANIO,6380,PADRE ABAD,ALEXANDER VON HUMBOLDT,748576,6.0,3
AMA,2022,ABRIL,1_ANIO,8510,ATALAYA,SEPAHUA,748576,24.0,6
AMA,2022,ABRIL,1_ANIO,10946,PADRE ABAD,CURIMANA,748576,23.0,6
AMA,2022,ABRIL,1_ANIO,11149,ATALAYA,TAHUANIA,748576,24.0,3
AMA,2022,ABRIL,1_ANIO,11236,PADRE ABAD,NESHUYA,748576,33.0,14
AMA,2022,ABRIL,1_ANIO,12030,CORONEL PORTILLO,MASISEA,748576,55.0,26
AMA,2022,ABRIL,1_ANIO,12605,CORONEL PORTILLO,IPARIA,748576,39.0,23
AMA,2022,ABRIL,1_ANIO,12786,PADRE ABAD,IRAZOLA,748576,54.0,10
AMA,2022,ABRIL,1_ANIO,20601,CORONEL PORTILLO,CAMPOVERDE,748576,70.0,18
AMA,2022,ABRIL,1_ANIO,30297,PADRE ABAD,PADRE ABAD,748576,128.0,33
AMA,2022,ABRIL,1_ANIO,41621,ATALAYA,RAIMONDI,748576,137.0,38
AMA,2022,ABRIL,1_ANIO,113470,CORONEL PORTILLO,MANANTAY,748576,160.0,42
AMA,2022,ABRIL,1_ANIO,124069,CORONEL PORTILLO,YARINACOCHA,748576,523.0,79
AMA,2022,ABRIL,1_ANIO,177751,CORONEL PORTILLO,CALLERIA,748576,725.0,95
AMA,2022,AGOSTO,1_ANIO,2564,ATALAYA,YURUA,779177,9.0,1
AMA,2022,AGOSTO,1_ANIO,3270,PURUS,PURUS,779177,21.0,2
AMA,2022,AGOSTO,1_ANIO,5843,CORONEL PORTILLO,NUEVA REQUENA,779177,33.0,2
AMA,2022,AGOSTO,1_ANIO,6380,PADRE ABAD,ALEXANDER VON HUMBOLDT,779177,9.0,0
AMA,2022,AGOSTO,1_ANIO,8510,ATALAYA,SEPAHUA,779177,24.0,11
AMA,2022,AGOSTO,1_ANIO,10946,PADRE ABAD,CURIMANA,779177,28.0,10
AMA,2022,AGOSTO,1_ANIO,11149,ATALAYA,TAHUANIA,779177,22.0,9
AMA,2022,AGOSTO,1_ANIO,11236,PADRE ABAD,NESHUYA,779177,36.0,6
AMA,2022,AGOSTO,1_ANIO,12030,CORONEL PORTILLO,MASISEA,779177,52.0,17
AMA,2022,AGOSTO,1_ANIO,12605,CORONEL PORTILLO,IPARIA,779177,37.0,7
AMA,2022,AGOSTO,1_ANIO,12786,PADRE ABAD,IRAZOLA,779177,51.0,11
AMA,2022,AGOSTO,1_ANIO,20601,CORONEL PORTILLO,CAMPOVERDE,779177,73.0,19
AMA,2022,AGOSTO,1_ANIO,30297,PADRE ABAD,PADRE ABAD,779177,115.0,26
AMA,2022,AGOSTO,1_ANIO,41621,ATALAYA,RAIMONDI,779177,122.0,29
AMA,2022,AGOSTO,1_ANIO,113470,CORONEL PORTILLO,MANANTAY,779177,151.0,88
AMA,2022,AGOSTO,1_ANIO,124069,CORONEL PORTILLO,YARINACOCHA,779177,528.0,87
AMA,2022,AGOSTO,1_ANIO,177751,CORONEL PORTILLO,CALLERIA,779177,633.0,138
AMA,2022,DICIEMBRE,1_ANIO,2564,ATALAYA,YURUA,996898,9.0,2
AMA,2022,DICIEMBRE,1_ANIO,3270,PURUS,PURUS,996898,25.0,2
AMA,2022,DICIEMBRE,1_ANIO,5843,CORONEL PORTILLO,NUEVA REQUENA,996898,37.0,11
AMA,2022,DICIEMBRE,1_ANIO,6380,PADRE ABAD,ALEXANDER VON HUMBOLDT,996898,11.0,0
AMA,2022,DICIEMBRE,1_ANIO,8510,ATALAYA,SEPAHUA,996898,28.0,6
AMA,2022,DICIEMBRE,1_ANIO,10946,PADRE ABAD,CURIMANA,996898,28.0,14
AMA,2022,DICIEMBRE,1_ANIO,11149,ATALAYA,TAHUANIA,996898,26.0,8
AMA,2022,DICIEMBRE,1_ANIO,11236,PADRE ABAD,NESHUYA,996898,38.0,0
AMA,2022,DICIEMBRE,1_ANIO,12030,CORONEL PORTILLO,MASISEA,996898,63.0,7
AMA,2022,DICIEMBRE,1_ANIO,12605,CORONEL PORTILLO,IPARIA,996898,44.0,10
AMA,2022,DICIEMBRE,1_ANIO,12786,PADRE ABAD,IRAZOLA,996898,64.0,6
AMA,2022,DICIEMBRE,1_ANIO,20601,CORONEL PORTILLO,CAMPOVERDE,996898,83.0,10
